Gene_ID	Status	Uniprot_ID_Insecta	Percent_Identical	E_score	GO_Tag	GO_Category	GO_Name	Species	Manduca_Protein_Name	Manduca_Protein_ID	Insecta_Protein_Name
LOC101745942	Pass:	A0A8R2M3X0	99.93	0	GO:0051128	P	regulation of cellular component organization	Bombyx mori	Focal adhesion kinase 1	NA	NA
LOC101742915	Pass:	A0A7E5W2W4	88.734	0	GO:0000166	F	nucleotide binding	Trichoplusia ni	Dynein beta chain, ciliary-like	NA	NA
LOC100188972	Pass:	A0A8R2QZH5	99.797	0	GO:0003774	F	cytoskeletal motor activity	Bombyx mori	Myosin heavy chain, muscle	NA	NA
LOC101742694	Pass:	A0A8S0ZYQ5	64.286	0	GO:0005634	C	nucleus	Arctia plantaginis	Decapping nuclease	NA	NA
LOC101743957	Pass:	A0A8S4S9G1	53.361	0	GO:0003676	F	nucleic acid binding	Pararge aegeria aegeria	NF-kappa-B-repressing factor	NA	NA
LOC101742327	Pass:	A0A6J2JKB9	94.214	0	GO:0051028	P	mRNA transport	Bombyx mandarina	Protein CASC3	NA	NA
LOC101740456	Pass:	Q2F674	99.598	0	GO:0005634	C	nucleus	Bombyx mori	HMG box domain-containing protein	NA	NA
LOC101735744	Pass:	A0A6J2KM39	99.421	0	GO:0016020	C	membrane	Bombyx mandarina	Metal transporter CNNM4-like	NA	NA
LOC101744602	Pass:	A0A835L6G4	68.72	0	GO:0003677	F	DNA binding	Spodoptera exigua	RING-type E3 ubiquitin transferase	NA	NA
LOC101736326	Pass:	A0A7E5WI35	91.115	0	GO:0006468	P	protein phosphorylation	Trichoplusia ni	Protein kinase domain-containing protein	NA	NA
LOC101735728	Pass:	A0A437BTX0	74.24	0	GO:0006468	P	protein phosphorylation	Chilo suppressalis	Tyrosine-protein kinase receptor	NA	NA
P37k	Fail:	A0A5E4QWW6	67.576	4.4399999999999994e-162	GO:0004252	F	serine-type endopeptidase activity	Leptidea sinapis	Peptidase S1 domain-containing protein	NA	NA
LOC119631067	Pass:	A0A8R2R613	85.015	0	GO:0032580	C	Golgi cisterna membrane	Bombyx mori	Fucosyltransferase	NA	NA
LOC101739624	Pass:	A0A2H1W376	72.364	0	GO:0034464	C	BBSome	Spodoptera frugiperda	Bardet-Biedl syndrome 1 N-terminal domain-containing protein	NA	NA
LOC101746400	Pass:	A0A8S1B0Q9	72.807	0	GO:0000166	F	nucleotide binding	Arctia plantaginis	ATP-dependent RNA helicase	NA	NA
LOC101745527	Fail:	A0A8R2HQE3	100	5.15e-147	GO:0005634	C	nucleus	Bombyx mori	Uncharacterized protein	NA	NA
LOC101740404	Fail:	A0A6J1WLS0	69.072	1.5599999999999998e-151	GO:0071951	P	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	Galleria mellonella	Methionyl-tRNA formyltransferase, mitochondrial	NA	NA
LOC101746246	Pass:	A0A2H1W1N2	63.014	0	GO:0046872	F	metal ion binding	Spodoptera frugiperda	SFRICE_007051	NA	NA
LOC101743471	Pass:	A0A2A4JUZ5	86.534	0	GO:0070588	P	calcium ion transmembrane transport	Heliothis virescens	Calcium-transporting ATPase	NA	NA
Ippi	Pass:	A0A6J2JVP1	99.602	0	GO:0008299	P	isoprenoid biosynthetic process	Bombyx mandarina	isopentenyl-diphosphate Delta-isomerase	NA	NA
LOC101743546	Pass:	A0A8R2M4M3	100	0	GO:0030154	P	cell differentiation	Bombyx mori	Fasciclin-2	NA	NA
LOC101736339	Pass:	A0A6J2K069	99.572	0	GO:0005634	C	nucleus	Bombyx mandarina	Histone-lysine N-methyltransferase, H3 lysine-79 specific	NA	NA
LOC692894	Fail:	A0A8R2QYA4	26.749	0	GO:0008270	F	zinc ion binding	Bombyx mori	Dumpy	NA	NA
LOC101741552	Pass:	A0A6J3BWU2	83.765	0	GO:0005634	C	nucleus	Galleria mellonella	Protein gooseberry-neuro isoform X5	NA	NA
LOC119631101	Fail:	A0A8R2AJ53	92.254	4.329999999999999e-180	GO:0008236	F	serine-type peptidase activity	Bombyx mori	Peptidase S1 domain-containing protein	NA	NA
LOC101742160	Pass:	A0A6J2JQH3	98.383	0	GO:0008270	F	zinc ion binding	Bombyx mandarina	Steroid hormone receptor ERR1 isoform X3	NA	NA
PLCg	Pass:	A0A7J6ZUC3	56.423	0	GO:0048513	P	animal organ development	Lamprigera yunnana	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma	NA	NA
LOC101746910	Pass:	A0A6J1WSA9	65.563	0	GO:0050660	F	flavin adenine dinucleotide binding	Galleria mellonella	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	NA	NA
LOC101746686	Fail:	A0A8B8I5H4	44.203	0	GO:0016747	F	acyltransferase activity, transferring groups other than amino-acyl groups	Vanessa tameamea	Nose resistant-to-fluoxetine protein N-terminal domain-containing protein	NA	NA
LOC101744288	Pass:	A0A7E5X050	97.569	0	GO:0004970	F	ionotropic glutamate receptor activity	Trichoplusia ni	Glutamate receptor ionotropic, kainate 2 isoform X1	NA	NA
LOC100500931	Pass:	A0A6J2JHW7	98.985	0	GO:0005886	C	plasma membrane	Bombyx mandarina	LOW QUALITY PROTEIN: gamma-aminobutyric acid receptor subunit alpha-2-like	NA	NA
LOC100188972	Pass:	A0A8R2LWM4	100	0	GO:0005524	F	ATP binding	Bombyx mori	Myosin heavy chain, muscle	NA	NA
LOC101742313	Pass:	A0A8B8HWL4	83.156	0	GO:0005737	C	cytoplasm	Vanessa tameamea	Armadillo repeat-containing protein 8	NA	NA
LOC101741674	Pass:	A0A835LB09	62.019	0	GO:0050660	F	flavin adenine dinucleotide binding	Spodoptera exigua	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	NA	NA
LOC101737944	Pass:	A0A8R2QS15	99.473	0	GO:0000166	F	nucleotide binding	Bombyx mori	Diacylglycerol kinase	NA	NA
LOC101745355	Fail:	A0A8S1AJ59	88.106	1.3e-150	GO:0016829	F	lyase activity	Arctia plantaginis	Probable methylthioribulose-1-phosphate dehydratase	NA	NA
LOC101744368	Pass:	A0A8S0ZWB7	89.857	0	GO:0004721	F	phosphoprotein phosphatase activity	Arctia plantaginis	Serine/threonine-protein phosphatase with EF-hands	NA	NA
LOC101739769	Pass:	A0A6J2JQG7	100	0	GO:0005874	C	microtubule	Bombyx mandarina	Tubulin beta chain	NA	NA
LOC119631021	Pass:	A0A8R2M1F7	100	0	GO:0046854	P	phosphatidylinositol phosphate biosynthetic process	Bombyx mori	PIPK domain-containing protein	NA	NA
LOC101735515	Pass:	A0A8S3YBB7	86.179	0	GO:0005737	C	cytoplasm	Parnassius apollo	Glutamine-dependent NAD(+) synthetase	NA	NA
LOC101744256	Pass:	A0A3S2NFN3	99.539	0	GO:1901800	P	positive regulation of proteasomal protein catabolic process	Chilo suppressalis	AAA+ ATPase domain-containing protein	NA	NA
LOC101742045	Pass:	A0A7E5WSJ9	83.333	0	GO:0016491	F	oxidoreductase activity	Trichoplusia ni	Malate dehydrogenase-like	NA	NA
LOC119630597	Fail:	A0A6J1QQH1	49.593	2.04e-115	GO:0005737	C	cytoplasm	Temnothorax curvispinosus	Putative nuclease HARBI1	NA	NA
Mef2	Pass:	Q4LG48	100	0	GO:0003677	F	DNA binding	Bombyx mori	MADS-box domain-containing protein	NA	NA
LOC101739880	Pass:	A0A6J2JRP0	99.545	0	GO:0060964	P	regulation of miRNA-mediated gene silencing	Bombyx mandarina	HMG box domain-containing protein	NA	NA
LOC732894	Pass:	A0A8S4R5B8	86.348	0	GO:0002181	P	cytoplasmic translation	Pararge aegeria aegeria	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	NA	NA
LOC101741086	Pass:	A0A8R2M5V4	94.375	0	GO:0006631	P	fatty acid metabolic process	Bombyx mori	Elongation of very long chain fatty acids protein	NA	NA
nAChRa6	Pass:	A0A8B8HQA2	91.86	0	GO:0006811	P	monoatomic ion transport	Vanessa tameamea	Nicotinic acetylcholine receptor subunit alpha 6	NA	NA
LOC101737761	Pass:	A0A6J1WK01	85.793	0	GO:0003677	F	DNA binding	Galleria mellonella	HMG box domain-containing protein	NA	NA
Vps4	Pass:	G3LZX7	93.409	0	GO:0010008	C	endosome membrane	Spodoptera frugiperda	vesicle-fusing ATPase	NA	NA
LOC101738800	Pass:	A0A2W1BBT8	94.141	0	GO:0000398	P	mRNA splicing, via spliceosome	Helicoverpa armigera	WD repeat-containing protein 55 homolog	NA	NA
LOC101737337	Pass:	A0A8R2LY44	99.474	0	GO:0016020	C	membrane	Bombyx mori	PH-sensitive chloride channel 1	NA	NA
Cdc25	Pass:	A0A6J2JT49	100	0	GO:0006470	P	protein dephosphorylation	Bombyx mandarina	protein-tyrosine-phosphatase	NA	NA
LOC101736644	Pass:	A0A7E5X4Y4	52.14	0	GO:0008152	P	metabolic process	Trichoplusia ni	Alpha-mannosidase	NA	NA
LOC105841231	Pass:	A0A8R2DNQ9	96.508	0	GO:0004672	F	protein kinase activity	Bombyx mori	PAN2-PAN3 deadenylation complex subunit PAN3	NA	NA
LOC101747112	Pass:	A0A8R2G8W9	97.655	0	GO:0003676	F	nucleic acid binding	Bombyx mori	Uncharacterized protein	NA	NA
LOC101745076	Pass:	A0A6J3BY00	66.257	0	GO:0016020	C	membrane	Galleria mellonella	Protein I'm not dead yet-like	NA	NA
LOC101741077	Pass:	A0A6J2JGE3	99.844	0	GO:0000166	F	nucleotide binding	Bombyx mandarina	Phospholipid-transporting ATPase	NA	NA
LOC101746568	Pass:	A0A8S3Y7M1	88.692	0	GO:0016301	F	kinase activity	Parnassius apollo	Phosphatidylinositol 4-kinase type 2	NA	NA
LOC101741393	Pass:	A0A8R2M2R2	99.14	0	GO:0009887	P	animal organ morphogenesis	Bombyx mori	Plekhh1	NA	NA
LOC119628501	Pass:	A0A8S3WRX7	95.098	0	GO:0008649	F	rRNA methyltransferase activity	Parnassius apollo	rRNA adenine N(6)-methyltransferase	NA	NA
LOC101743662	Pass:	A0A8R2DKN0	99.517	0	GO:0000166	F	nucleotide binding	Bombyx mori	Sodium/potassium-transporting ATPase subunit alpha	NA	NA
LOC101738409	Pass:	A0A6J2JUV6	98.307	0	GO:0005267	F	potassium channel activity	Bombyx mandarina	BK channel	NA	NA
LOC101737102	Pass:	A0A8R2HPL8	99.029	0	GO:0005886	C	plasma membrane	Bombyx mori	WD repeat-containing and planar cell polarity effector protein fritz	NA	NA
LOC101746672	Pass:	A0A6J2K0I1	99.6	0	GO:0034765	P	regulation of monoatomic ion transmembrane transport	Bombyx mandarina	VWFA domain-containing protein	NA	NA
LOC101741077	Pass:	A0A6J2JDI0	99.127	0	GO:0000287	F	magnesium ion binding	Bombyx mandarina	Phospholipid-transporting ATPase	NA	NA
LOC101741177	Pass:	A0A7E5WEK4	61.514	0	GO:0005543	F	phospholipid binding	Trichoplusia ni	Huntington interacting protein related 1 isoform X2	NA	NA
LOC101737098	Pass:	A0A8R1WIF3	100	0	GO:0000428	C	DNA-directed RNA polymerase complex	Bombyx mori	DNA-directed RNA polymerase III subunit RPC6	NA	NA
LOC101743969	Pass:	A0A6J2JE27	98.256	0	GO:0046872	F	metal ion binding	Bombyx mandarina	Methylcytosine dioxygenase TET	NA	NA
LOC692988	Pass:	A0A6J2J8E7	96.055	0	GO:0016020	C	membrane	Bombyx mandarina	Aldehyde dehydrogenase domain-containing protein	NA	NA
LOC101735453	Pass:	A0A6J2KA64	99.402	0	GO:0000700	F	mismatch base pair DNA N-glycosylase activity	Bombyx mandarina	Uracil-DNA glycosylase-like domain-containing protein	NA	NA
LOC101736874	Pass:	A0A8S0ZNT2	72.34	0	GO:0016740	F	transferase activity	Arctia plantaginis	GPI ethanolamine phosphate transferase 2	NA	NA
NGR-B4	Fail:	A0A7I1A2G4	52.785	2.0099999999999998e-159	GO:0016020	C	membrane	Danaus plexippus plexippus	Calcitonin gene-related peptide type 1 receptor-like isoform X1	NA	NA
nAChRa5	Pass:	A0A6J2KH89	99.198	0	GO:0016020	C	membrane	Bombyx mandarina	Neuronal acetylcholine receptor subunit alpha-3-like	NA	NA
LOC101746009	Pass:	A0A8R2R082	100	0	GO:0016740	F	transferase activity	Bombyx mori	tRNA-5-taurinomethyluridine 2-sulfurtransferase	NA	NA
Or-64	Fail:	A0A6J2J9E4	87.739	1.2499999999999999e-157	GO:0050911	P	detection of chemical stimulus involved in sensory perception of smell	Bombyx mandarina	Odorant receptor	NA	NA
LOC119628911	Pass:	A0A8R2M7R4	99.494	0	GO:0046872	F	metal ion binding	Bombyx mori	DDE Tnp4 domain-containing protein	NA	NA
LOC101746046	Pass:	A0A6J2KAS1	99.603	0	GO:0032264	P	IMP salvage	Bombyx mandarina	AMP deaminase	NA	NA
LOC101741376	Pass:	A0A8R2GEZ8	97.77	0	GO:0016020	C	membrane	Bombyx mori	Calx-beta domain-containing protein	NA	NA
NGR-B2	Pass:	A0A8R2QV75	100	0	GO:0016020	C	membrane	Bombyx mori	PDF receptor	NA	NA
LOC101737716	Pass:	A0A8R2QVG1	100	0	GO:0003677	F	DNA binding	Bombyx mori	POU domain protein	NA	NA
LOC101744047	Pass:	A0A7E5VZF6	81.077	0	GO:0006508	P	proteolysis	Trichoplusia ni	oligopeptidase A	NA	NA
LOC101737056	Pass:	A0A6J2JCH2	99.709	0	GO:0006631	P	fatty acid metabolic process	Bombyx mandarina	Fatty acid 2-hydroxylase	NA	NA
Kynu	Pass:	A0A6J2KE05	99.765	0	GO:0034354	P	'de novo' NAD biosynthetic process from tryptophan	Bombyx mandarina	Kynureninase	NA	NA
LOC101736870	Pass:	A0A6J1NL73	80.635	0	GO:0000166	F	nucleotide binding	Bicyclus anynana	Regulator of telomere elongation helicase 1 homolog	NA	NA
Apn1	Fail:	A0A194QIU5	47.826	4.85e-102	GO:0005886	C	plasma membrane	Papilio xuthus	Membrane alanyl aminopeptidase	NA	NA
LOC101742915	Pass:	A0A6J2JWM3	99.935	0	GO:0030286	C	dynein complex	Bombyx mandarina	Dynein beta chain, ciliary-like isoform X2	NA	NA
LOC101741191	Pass:	A0A8R2DLB2	98.638	0	GO:0030414	F	peptidase inhibitor activity	Bombyx mori	Uncharacterized protein	NA	NA
LOC101736339	Pass:	A0A8R2QS44	100	0	GO:0005634	C	nucleus	Bombyx mori	Histone-lysine N-methyltransferase, H3 lysine-79 specific	NA	NA
MLE	Pass:	A0A8S3XDJ2	80.952	0	GO:0003723	F	RNA binding	Parnassius apollo	RNA helicase	NA	NA
LOC101735349	Pass:	A0A8B8IFC2	70.572	0	GO:0004180	F	carboxypeptidase activity	Vanessa tameamea	Peptidase M14 carboxypeptidase A domain-containing protein	NA	NA
Cyp314a1	Pass:	A0A6J2JRW9	99.031	0	GO:0020037	F	heme binding	Bombyx mandarina	Ecdysone 20-monooxygenase	NA	NA
LOC101746703	Pass:	A0A2H1WLK0	71.815	0	GO:0005777	C	peroxisome	Spodoptera frugiperda	Meiosis regulator and mRNA stability factor 1	NA	NA
LOC101740215	Pass:	A0A6J2JP11	100	0	GO:0005525	F	GTP binding	Bombyx mandarina	Adenylosuccinate synthetase	NA	NA
LOC101745732	Pass:	A0A821X6M6	92.198	0	GO:0010390	P	histone monoubiquitination	Pieris macdunnoughi	E3 ubiquitin protein ligase	NA	NA
LOC101746974	Pass:	A0A8R2QUH7	95.532	0	GO:0005244	F	voltage-gated monoatomic ion channel activity	Bombyx mori	Potassium voltage-gated channel subfamily H member 8	NA	NA
LOC101740750	Pass:	A0A6J1MLJ0	72.973	0	GO:0005524	F	ATP binding	Bicyclus anynana	ABC transporter domain-containing protein	NA	NA
LOC101745399	Pass:	A0A6J2KHF0	99.344	0	GO:0045944	P	positive regulation of transcription by RNA polymerase II	Bombyx mandarina	SAP domain-containing protein	NA	NA
LOC101736643	Pass:	A0A8S3Y5I5	92.374	0	GO:0003779	F	actin binding	Parnassius apollo	Myosin heavy chain, non-muscle	NA	NA
LOC101736582	Pass:	A0A8R1WK19	100	0	GO:0005886	C	plasma membrane	Bombyx mori	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC101747101	Pass:	A0A8S1B748	64.366	0	GO:0110165	C	cellular anatomical entity	Arctia plantaginis	acylaminoacyl-peptidase	NA	NA
LOC101743056	Fail:	A0A6J2JWT9	99.524	4.02e-155	GO:0003677	F	DNA binding	Bombyx mandarina	Homeobox domain-containing protein	NA	NA
LOC101746970	Pass:	A0A6J2K833	99.902	0	GO:0000166	F	nucleotide binding	Bombyx mandarina	Protein kinase domain-containing protein	NA	NA
LOC732894	Pass:	A0A2H1VBJ4	86.348	0	GO:0008033	P	tRNA processing	Spodoptera frugiperda	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	NA	NA
LOC101737362	Pass:	A0A6J2JNE9	97.659	0	GO:0008569	F	minus-end-directed microtubule motor activity	Bombyx mandarina	AAA+ ATPase domain-containing protein	NA	NA
LOC101741792	Pass:	A0A6J2JD80	94.79	0	GO:0005634	C	nucleus	Bombyx mandarina	HMG box domain-containing protein	NA	NA
LOC732998	Fail:	A0A2W1BTA5	90.65	1.2699999999999999e-169	GO:0005839	C	proteasome core complex	Helicoverpa armigera	Proteasome subunit alpha type	NA	NA
LOC101746767	Pass:	A0A2A4J996	81.836	0	GO:0042995	C	cell projection	Heliothis virescens	Transmembrane protein 237	NA	NA
LOC119629384	Pass:	A0A6J2KQH2	96.446	0	GO:0071897	P	DNA biosynthetic process	Bombyx mandarina	Integrase catalytic domain-containing protein	NA	NA
LOC101742637	Pass:	A0A8R1XEL9	95.97	0	GO:0016787	F	hydrolase activity	Bombyx mori	N-acyl-aliphatic-L-amino acid amidohydrolase	NA	NA
LOC101736520	Pass:	A0A8R2AJP5	100	0	GO:0003723	F	RNA binding	Bombyx mori	Tudor domain-containing protein	NA	NA
LOC101738175	Pass:	A0A6J2K872	96.329	0	GO:0016043	P	cellular component organization	Bombyx mandarina	Spectrin beta chain	NA	NA
USP	Pass:	A0A1V0J8W3	88.889	0	GO:0005634	C	nucleus	Antheraea pernyi	Ultraspiracle protein 1	NA	NA
LOC101743913	Pass:	A0A8R2R9J0	50	0	GO:0052689	F	carboxylic ester hydrolase activity	Bombyx mori	Carboxylic ester hydrolase	NA	NA
LOC101744412	Pass:	A0A8R2M3M3	100	0	GO:0007165	P	signal transduction	Bombyx mori	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
TOR1	Pass:	A0A6J2JLT8	99.754	0	GO:0044877	F	protein-containing complex binding	Bombyx mandarina	FAT domain-containing protein	NA	NA
LOC101739602	Pass:	A0A6J1P1R1	59.485	0	GO:0016020	C	membrane	Bicyclus anynana	Endothelin-converting enzyme 1-like	NA	NA
LOC101747136	Pass:	A0A8S0ZSZ4	71.926	0	GO:0006606	P	protein import into nucleus	Arctia plantaginis	Importin subunit alpha	NA	NA
LOC101740180	Pass:	A0A8R2G7B3	100	0	GO:0016020	C	membrane	Bombyx mori	GOLD domain-containing protein	NA	NA
LOC101743848	Pass:	A0A8R2AVL1	100	0	GO:0016491	F	oxidoreductase activity	Bombyx mori	NADP-dependent oxidoreductase domain-containing protein	NA	NA
LOC101740658	Pass:	A0A7E5WGW9	90.735	0	GO:0006633	P	fatty acid biosynthetic process	Trichoplusia ni	Elongation of very long chain fatty acids protein	NA	NA
LOC101736624	Pass:	A0A7I1A918	84.195	0	GO:0005737	C	cytoplasm	Danaus plexippus plexippus	Queuine tRNA-ribosyltransferase catalytic subunit 1	NA	NA
LOC101736659	Pass:	A0A835GDP7	73.75	0	GO:0050660	F	flavin adenine dinucleotide binding	Spodoptera exigua	Uncharacterized protein	NA	NA
LOC101735725	Pass:	A0A7E5W8P7	85.853	0	GO:0046872	F	metal ion binding	Trichoplusia ni	Myotubularin-related protein 5 isoform X2	NA	NA
LOC101741438	Pass:	A0A6J1NY58	54.637	0	GO:0090502	P	RNA phosphodiester bond hydrolysis, endonucleolytic	Bicyclus anynana	ribonuclease P	NA	NA
LOC101741172	Pass:	A0A7E5VEQ5	58.014	0	GO:0006529	P	asparagine biosynthetic process	Trichoplusia ni	Asparagine synthetase domain-containing protein	NA	NA
LOC101736984	Pass:	A0A8R2RBJ0	97.547	0	GO:0015074	P	DNA integration	Bombyx mori	RNA-directed DNA polymerase	NA	NA
LOC101739050	Pass:	A0A8S3Y0G8	89.322	0	GO:0005242	F	inward rectifier potassium channel activity	Parnassius apollo	G protein-activated inward rectifier potassium channel 3-like	NA	NA
LOC101747060	Pass:	A0A8R1WE62	95.563	0	GO:0006506	P	GPI anchor biosynthetic process	Bombyx mori	Post-GPI attachment to proteins factor 3	NA	NA
LOC101737337	Pass:	A0A8R2LY44	92.845	0	GO:1902476	P	chloride transmembrane transport	Bombyx mori	PH-sensitive chloride channel 1	NA	NA
abd-A	Pass:	B0FYM0	97.443	0	GO:0003677	F	DNA binding	Bombyx mori	Homeobox domain-containing protein	NA	NA
LOC101737854	Pass:	A0A7E5VZD1	92.403	0	GO:0015293	F	symporter activity	Trichoplusia ni	Transporter	NA	NA
LOC101737376	Fail:	A0A076FRA6	75.899	3.4699999999999995e-158	GO:0006631	P	fatty acid metabolic process	Sesamia inferens	Prostaglandin reductase 1	NA	NA
Mk	Pass:	A0A835GK10	85.23	0	GO:0016740	F	transferase activity	Spodoptera exigua	Mevalonate kinase	NA	NA
LOC101746848	Pass:	A0A8R2M3K0	97.307	0	GO:0032508	P	DNA duplex unwinding	Bombyx mori	DNA replication licensing factor MCM4	NA	NA
LOC101737093	Pass:	A0A6J1X100	74.964	0	GO:0008420	F	RNA polymerase II CTD heptapeptide repeat phosphatase activity	Galleria mellonella	RNA polymerase II subunit A C-terminal domain phosphatase	NA	NA
LOC101741635	Pass:	A0A6J2JMU8	97.705	0	GO:0007399	P	nervous system development	Bombyx mandarina	Neuropathy target esterase sws	NA	NA
LOC101736620	Pass:	A0A8S4RXM7	61.202	0	GO:0005604	C	basement membrane	Pararge aegeria aegeria	Collagen IV NC1 domain-containing protein	NA	NA
LOC101739075	Pass:	A0A6J1NRS7	88.122	0	GO:0006357	P	regulation of transcription by RNA polymerase II	Bicyclus anynana	Homeobox domain-containing protein	NA	NA
LOC101739524	Pass:	A0A835LCK0	73.941	0	GO:0005506	F	iron ion binding	Spodoptera exigua	Uncharacterized protein	NA	NA
LOC101744927	Pass:	A0A8S1ABM3	73.251	0	GO:0015630	C	microtubule cytoskeleton	Arctia plantaginis	Kinesin-like protein	NA	NA
LOC101736520	Pass:	A0A6J2JHM1	99.834	0	GO:0003723	F	RNA binding	Bombyx mandarina	Tudor domain-containing protein	NA	NA
LOC101743583	Pass:	A0A8R1WJ48	100	0	GO:0004672	F	protein kinase activity	Bombyx mori	Protein kinase domain-containing protein	NA	NA
LOC101736947	Pass:	A0A8R1WJY2	100	0	GO:0016020	C	membrane	Bombyx mori	Tetraspanin	NA	NA
UGT42A1	Pass:	A0A5E4QXC6	62.903	0	GO:0016757	F	glycosyltransferase activity	Leptidea sinapis	UDP-glycosyltransferases domain-containing protein	NA	NA
LOC101745430	Pass:	A0A8R2M375	100	0	GO:0045202	C	synapse	Bombyx mori	Regulating synaptic membrane exocytosis protein 2	NA	NA
LOC101743792	Pass:	A0A0N1PFM7	77.209	0	GO:0043169	F	cation binding	Papilio xuthus	PPM-type phosphatase domain-containing protein	NA	NA
LOC101742543	Pass:	A0A8R2M620	76.371	0	GO:0022857	F	transmembrane transporter activity	Bombyx mori	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC101746632	Pass:	A0A2A4K0R6	86.462	0	GO:0006813	P	potassium ion transport	Heliothis virescens	Sodium/potassium-transporting ATPase subunit beta-2	NA	NA
LOC101738718	Pass:	A0A8R2DME4	100	0	GO:0030141	C	secretory granule	Bombyx mori	Receptor-type tyrosine-protein phosphatase N2	NA	NA
Or-34	Pass:	A2T870	96.173	0	GO:0016020	C	membrane	Bombyx mori	Odorant receptor 33	NA	NA
LOC101741034	Pass:	A0A8J9YB10	61.86	0	GO:0008270	F	zinc ion binding	Brenthis ino	Genome assembly, chromosome: 2	NA	NA
LOC101739040	Pass:	A0A8R2M588	98.876	0	GO:0005524	F	ATP binding	Bombyx mori	Protein kinase domain-containing protein	NA	NA
LOC101745714	Pass:	A0A7E5WWG1	77.444	0	GO:0000077	P	DNA damage checkpoint signaling	Trichoplusia ni	Cell cycle checkpoint control protein RAD9A-like	NA	NA
LOC101744368	Pass:	A0A517BE75	94.429	0	GO:0016787	F	hydrolase activity	Manduca sexta	Serine/threonine-protein phosphatase with EF-hands	NA	NA
LOC101746361	Fail:	A0A6J1X8X6	81.592	7.8e-111	GO:0016020	C	membrane	Galleria mellonella	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	NA	NA
LOC101738004	Fail:	A0A6J2JXA3	99.471	1.0499999999999999e-140	GO:0032543	P	mitochondrial translation	Bombyx mandarina	28S ribosomal protein S18b, mitochondrial	NA	NA
LOC100216352	Pass:	A0A8J9Y4I8	92.723	0	GO:0006914	P	autophagy	Brenthis ino	Beclin-1-like protein	NA	NA
LOC101739993	Pass:	A0A821T0Z3	68.557	0	GO:0004067	F	asparaginase activity	Pieris macdunnoughi	asparaginase	NA	NA
EcR	Pass:	A0A8R2HQC1	96.785	0	GO:0003700	F	DNA-binding transcription factor activity	Bombyx mori	Ecdysone receptor	NA	NA
LOC101736677	Pass:	A0A6J1WXB0	78.078	0	GO:0000139	C	Golgi membrane	Galleria mellonella	Polypeptide N-acetylgalactosaminyltransferase	NA	NA
